,body_text,label,body_text_clean,body_text_tokenized,body_text_nostop,body_text_stemmed,body_text_pos
206,After 45 minutes of deliberation it has been decided: Idaho is the worst state. @iamhammertime,NOT_SARCASM,after minutes of deliberation it has been decided idaho is the worst state iamhammertime,"['after', 'minutes', 'of', 'deliberation', 'it', 'has', 'been', 'decided', 'idaho', 'is', 'the', 'worst', 'state', 'iamhammertime']","['minutes', 'deliberation', 'decided', 'idaho', 'worst', 'state', 'iamhammertime']","['minut', 'deliber', 'decid', 'idaho', 'worst', 'state', 'iamhammertim']","['minut_NN', 'deliber_NN', 'decid_JJ', 'idaho_NN', 'worst_JJS', 'state_NN', 'iamhammertim_NN']"
207,I hate it when I don't forward a chain mail and I die the next day. #sarcasm,SARCASM,i hate it when i dont forward a chain mail and i die the next day,"['i', 'hate', 'it', 'when', 'i', 'dont', 'forward', 'a', 'chain', 'mail', 'and', 'i', 'die', 'the', 'next', 'day']","['hate', 'dont', 'forward', 'chain', 'mail', 'die', 'next', 'day']","['hate', 'dont', 'forward', 'chain', 'mail', 'die', 'next', 'day']","['hate_NN', 'dont_VBZ', 'forward_RB', 'chain_NN', 'mail_NN', 'die_NN', 'next_JJ', 'day_NN']"
208,stfu.. let me die in peace.. #spoilers #ofwhat,NOT_SARCASM,stfu let me die in peace,"['stfu', 'let', 'me', 'die', 'in', 'peace']","['stfu', 'let', 'die', 'peace']","['stfu', 'let', 'die', 'peac']","['stfu_JJ', 'let_NN', 'die_VB', 'peac_VB']"
209,Back to the oral surgeon ... #yay #sarcasm,SARCASM,back to the oral surgeon,"['back', 'to', 'the', 'oral', 'surgeon']","['back', 'oral', 'surgeon']","['back', 'oral', 'surgeon']","['back_RB', 'oral_JJ', 'surgeon_NN']"
210,"Oh no, it's okay. I would love to just sit around waiting in financial aid all day because its not like I have anything else to do #sarcasm",SARCASM,oh no its okay i would love to just sit around waiting in financial aid all day because its not like i have anything else to do,"['oh', 'no', 'its', 'okay', 'i', 'would', 'love', 'to', 'just', 'sit', 'around', 'waiting', 'in', 'financial', 'aid', 'all', 'day', 'because', 'its', 'not', 'like', 'i', 'have', 'anything', 'else', 'to', 'do']","['oh', 'okay', 'would', 'love', 'sit', 'around', 'waiting', 'financial', 'aid', 'day', 'like', 'anything', 'else']","['oh', 'okay', 'would', 'love', 'sit', 'around', 'wait', 'financi', 'aid', 'day', 'like', 'anyth', 'els']","['oh_JJ', 'okay_NN', 'would_MD', 'love_VB', 'sit_NN', 'around_IN', 'wait_NN', 'financi_NN', 'aid_NN', 'day_NN', 'like_IN', 'anyth_NN', 'els_NNS']"
211,Watering the grass as its raining. Smart! #sarcasm #sdsuprobs,NOT_SARCASM,watering the grass as its raining smart,"['watering', 'the', 'grass', 'as', 'its', 'raining', 'smart']","['watering', 'grass', 'raining', 'smart']","['water', 'grass', 'rain', 'smart']","['water_NN', 'grass_NN', 'rain_NN', 'smart_NN']"
212,Months* RT @BayleyReynolds: Day two of not talking to you at all. Love this. So much fun #sarcasm #imy,NOT_SARCASM,months rt bayleyreynolds day two of not talking to you at all love this so much fun,"['months', 'rt', 'bayleyreynolds', 'day', 'two', 'of', 'not', 'talking', 'to', 'you', 'at', 'all', 'love', 'this', 'so', 'much', 'fun']","['months', 'rt', 'bayleyreynolds', 'day', 'two', 'talking', 'love', 'much', 'fun']","['month', 'rt', 'bayleyreynold', 'day', 'two', 'talk', 'love', 'much', 'fun']","['month_NN', 'rt_NNS', 'bayleyreynold_VBD', 'day_NN', 'two_CD', 'talk_NN', 'love_IN', 'much_JJ', 'fun_NN']"
213,Filling out medical forms is how I like to spend my Tuesday mornings #sarcasm #boring #tedious #samequestionsallthetime,SARCASM,filling out medical forms is how i like to spend my tuesday mornings,"['filling', 'out', 'medical', 'forms', 'is', 'how', 'i', 'like', 'to', 'spend', 'my', 'tuesday', 'mornings']","['filling', 'medical', 'forms', 'like', 'spend', 'tuesday', 'mornings']","['fill', 'medic', 'form', 'like', 'spend', 'tuesday', 'morn']","['fill_NN', 'medic_JJ', 'form_NN', 'like_IN', 'spend_NN', 'tuesday_NN', 'morn_NN']"
214,Love being an Arsenal fan on #DeadlineDay #Sarcasm,NOT_SARCASM,love being an arsenal fan on,"['love', 'being', 'an', 'arsenal', 'fan', 'on']","['love', 'arsenal', 'fan']","['love', 'arsen', 'fan']","['love_VB', 'arsen_NN', 'fan_NN']"
215,"So I've got new neighbours. Loud ones, it seems.",NOT_SARCASM,so ive got new neighbours loud ones it seems,"['so', 'ive', 'got', 'new', 'neighbours', 'loud', 'ones', 'it', 'seems']","['ive', 'got', 'new', 'neighbours', 'loud', 'ones', 'seems']","['ive', 'got', 'new', 'neighbour', 'loud', 'one', 'seem']","['ive_JJ', 'got_VBD', 'new_JJ', 'neighbour_JJ', 'loud_NN', 'one_CD', 'seem_NN']"
216,#GOP2012 love the debt clock at GOP trouble is they dont break out what portions was bush and what is obama,NOT_SARCASM,love the debt clock at gop trouble is they dont break out what portions was bush and what is obama,"['love', 'the', 'debt', 'clock', 'at', 'gop', 'trouble', 'is', 'they', 'dont', 'break', 'out', 'what', 'portions', 'was', 'bush', 'and', 'what', 'is', 'obama']","['love', 'debt', 'clock', 'gop', 'trouble', 'dont', 'break', 'portions', 'bush', 'obama']","['love', 'debt', 'clock', 'gop', 'troubl', 'dont', 'break', 'portion', 'bush', 'obama']","['love_VB', 'debt_NN', 'clock_NN', 'gop_NN', 'troubl_NN', 'dont_NN', 'break_NN', 'portion_NN', 'bush_NN', 'obama_NN']"
217,I was still the first one to tell Bryson happy birthday on his actually birthday .. (:,NOT_SARCASM,i was still the first one to tell bryson happy birthday on his actually birthday,"['i', 'was', 'still', 'the', 'first', 'one', 'to', 'tell', 'bryson', 'happy', 'birthday', 'on', 'his', 'actually', 'birthday']","['still', 'first', 'one', 'tell', 'bryson', 'happy', 'birthday', 'actually', 'birthday']","['still', 'first', 'one', 'tell', 'bryson', 'happi', 'birthday', 'actual', 'birthday']","['still_RB', 'first_JJ', 'one_CD', 'tell_NN', 'bryson_NN', 'happi_NN', 'birthday_NN', 'actual_JJ', 'birthday_NN']"
218,"#BeliebersHateDirectioners Really?people are taking this to far, getting really childish! I'm sure your ""idols"" will love you now #sarcasm",NOT_SARCASM,really people are taking this to far getting really childish im sure your idols will love you now,"['really', 'people', 'are', 'taking', 'this', 'to', 'far', 'getting', 'really', 'childish', 'im', 'sure', 'your', 'idols', 'will', 'love', 'you', 'now']","['really', 'people', 'taking', 'far', 'getting', 'really', 'childish', 'im', 'sure', 'idols', 'love']","['realli', 'peopl', 'take', 'far', 'get', 'realli', 'childish', 'im', 'sure', 'idol', 'love']","['realli_NN', 'peopl_NNS', 'take_VBP', 'far_RB', 'get_VB', 'realli_JJ', 'childish_JJ', 'im_NN', 'sure_JJ', 'idol_NN', 'love_NN']"
219,"The Grateful Dead, Jerry Garcia and The Stolen Sweets: weekend fun in ... - http://t.co/0Iz7Od2Y: OregonLive.comT... http://t.co/s39raaxp",NOT_SARCASM,the grateful dead jerry garcia and the stolen sweets weekend fun in oregonlive comt,"['the', 'grateful', 'dead', 'jerry', 'garcia', 'and', 'the', 'stolen', 'sweets', 'weekend', 'fun', 'in', 'oregonlive', 'comt']","['grateful', 'dead', 'jerry', 'garcia', 'stolen', 'sweets', 'weekend', 'fun', 'oregonlive', 'comt']","['grate', 'dead', 'jerri', 'garcia', 'stolen', 'sweet', 'weekend', 'fun', 'oregonl', 'comt']","['grate_NN', 'dead_JJ', 'jerri_NN', 'garcia_NN', 'stolen_VBN', 'sweet_JJ', 'weekend_NN', 'fun_NN', 'oregonl_IN', 'comt_NN']"
220,"“Well, that’s no fun. I’ll get some crayons and make my own dollars.”
#KidsForRyan",NOT_SARCASM,well that s no fun i ll get some crayons and make my own dollars,"['well', 'that', 's', 'no', 'fun', 'i', 'll', 'get', 'some', 'crayons', 'and', 'make', 'my', 'own', 'dollars']","['well', 'fun', 'get', 'crayons', 'make', 'dollars']","['well', 'fun', 'get', 'crayon', 'make', 'dollar']","['well_RB', 'fun_RB', 'get_VB', 'crayon_JJ', 'make_VB', 'dollar_NN']"
221,"@redsoxstats great year for this plan, what with the incredibly strong draft class next year #sarcasm",NOT_SARCASM,redsoxstats great year for this plan what with the incredibly strong draft class next year,"['redsoxstats', 'great', 'year', 'for', 'this', 'plan', 'what', 'with', 'the', 'incredibly', 'strong', 'draft', 'class', 'next', 'year']","['redsoxstats', 'great', 'year', 'plan', 'incredibly', 'strong', 'draft', 'class', 'next', 'year']","['redsoxstat', 'great', 'year', 'plan', 'incred', 'strong', 'draft', 'class', 'next', 'year']","['redsoxstat_NN', 'great_JJ', 'year_NN', 'plan_NN', 'incred_VBD', 'strong_JJ', 'draft_NN', 'class_NN', 'next_IN', 'year_NN']"
222,"Didn't even sleep on a pillow, this is gonna be fun for me with all this damn pain #sarcasm",SARCASM,didnt even sleep on a pillow this is gonna be fun for me with all this damn pain,"['didnt', 'even', 'sleep', 'on', 'a', 'pillow', 'this', 'is', 'gon', 'na', 'be', 'fun', 'for', 'me', 'with', 'all', 'this', 'damn', 'pain']","['didnt', 'even', 'sleep', 'pillow', 'gon', 'na', 'fun', 'damn', 'pain']","['didnt', 'even', 'sleep', 'pillow', 'gon', 'na', 'fun', 'damn', 'pain']","['didnt_RB', 'even_RB', 'sleep_VBP', 'pillow_JJ', 'gon_NN', 'na_TO', 'fun_NN', 'damn_NN', 'pain_NN']"
223,@VEVO Now we have songs speeding up at random?   Good job. #sarcasm #vevochipmunks #fail,NOT_SARCASM,vevo now we have songs speeding up at random good job,"['vevo', 'now', 'we', 'have', 'songs', 'speeding', 'up', 'at', 'random', 'good', 'job']","['vevo', 'songs', 'speeding', 'random', 'good', 'job']","['vevo', 'song', 'speed', 'random', 'good', 'job']","['vevo_NN', 'song_NN', 'speed_NN', 'random_NN', 'good_JJ', 'job_NN']"
224,My dreadlocks were #cute #newhairdo #sarcasm,NOT_SARCASM,my dreadlocks were,"['my', 'dreadlocks', 'were']",['dreadlocks'],['dreadlock'],['dreadlock_NN']
225,"Too bad I cant go to lifetime. Thankkkyou hurting toe, I dont feel fat at all #psych #sarcasm",NOT_SARCASM,too bad i cant go to lifetime thankkkyou hurting toe i dont feel fat at all,"['too', 'bad', 'i', 'cant', 'go', 'to', 'lifetime', 'thankkkyou', 'hurting', 'toe', 'i', 'dont', 'feel', 'fat', 'at', 'all']","['bad', 'cant', 'go', 'lifetime', 'thankkkyou', 'hurting', 'toe', 'dont', 'feel', 'fat']","['bad', 'cant', 'go', 'lifetim', 'thankkkyou', 'hurt', 'toe', 'dont', 'feel', 'fat']","['bad_JJ', 'cant_NN', 'go_VBP', 'lifetim_NN', 'thankkkyou_NN', 'hurt_VBN', 'toe_JJ', 'dont_NN', 'feel_NN', 'fat_NN']"
226,Ron Paul gave the #GOP the cold shoulder?? You don't say.... I'm shocked. #Sarcasm,NOT_SARCASM,ron paul gave the the cold shoulder you dont say im shocked,"['ron', 'paul', 'gave', 'the', 'the', 'cold', 'shoulder', 'you', 'dont', 'say', 'im', 'shocked']","['ron', 'paul', 'gave', 'cold', 'shoulder', 'dont', 'say', 'im', 'shocked']","['ron', 'paul', 'gave', 'cold', 'shoulder', 'dont', 'say', 'im', 'shock']","['ron_NN', 'paul_NN', 'gave_VBD', 'cold_JJ', 'shoulder_NN', 'dont_NNS', 'say_VBP', 'im_NN', 'shock_NN']"
227,Thank God the Romney Campaign is really specific on their policies and don't lie to Americans straight to their face. #Sarcasm,SARCASM,thank god the romney campaign is really specific on their policies and dont lie to americans straight to their face,"['thank', 'god', 'the', 'romney', 'campaign', 'is', 'really', 'specific', 'on', 'their', 'policies', 'and', 'dont', 'lie', 'to', 'americans', 'straight', 'to', 'their', 'face']","['thank', 'god', 'romney', 'campaign', 'really', 'specific', 'policies', 'dont', 'lie', 'americans', 'straight', 'face']","['thank', 'god', 'romney', 'campaign', 'realli', 'specif', 'polici', 'dont', 'lie', 'american', 'straight', 'face']","['thank_NN', 'god_NN', 'romney_NN', 'campaign_NN', 'realli_NN', 'specif_NN', 'polici_NN', 'dont_NN', 'lie_JJ', 'american_JJ', 'straight_NN', 'face_NN']"
228,Are we still on for marbs or ibiza or something in 2014?! &lt;3... — Of course we are baby! &lt;3 http://t.co/ysVr9qTP,NOT_SARCASM,are we still on for marbs or ibiza or something in lt of course we are baby lt,"['are', 'we', 'still', 'on', 'for', 'marbs', 'or', 'ibiza', 'or', 'something', 'in', 'lt', 'of', 'course', 'we', 'are', 'baby', 'lt']","['still', 'marbs', 'ibiza', 'something', 'lt', 'course', 'baby', 'lt']","['still', 'marb', 'ibiza', 'someth', 'lt', 'cours', 'babi', 'lt']","['still_RB', 'marb_JJ', 'ibiza_JJ', 'someth_NN', 'lt_NN', 'cours_NNS', 'babi_VBP', 'lt_NN']"
229,These are the most normal people I've ever met in my life #Sarcasm,NOT_SARCASM,these are the most normal people ive ever met in my life,"['these', 'are', 'the', 'most', 'normal', 'people', 'ive', 'ever', 'met', 'in', 'my', 'life']","['normal', 'people', 'ive', 'ever', 'met', 'life']","['normal', 'peopl', 'ive', 'ever', 'met', 'life']","['normal_JJ', 'peopl_NN', 'ive_JJ', 'ever_RB', 'met_VBN', 'life_NN']"
230,Quite an impressive torta. http://t.co/rS8r6JXT,NOT_SARCASM,quite an impressive torta,"['quite', 'an', 'impressive', 'torta']","['quite', 'impressive', 'torta']","['quit', 'impress', 'torta']","['quit_NN', 'impress_NN', 'torta_NN']"
231,For  BBQ takeaway call us @ 22464818 &amp; will prepare the beef patties for grilling . Enjoy 😃,NOT_SARCASM,for bbq takeaway call us amp will prepare the beef patties for grilling enjoy,"['for', 'bbq', 'takeaway', 'call', 'us', 'amp', 'will', 'prepare', 'the', 'beef', 'patties', 'for', 'grilling', 'enjoy']","['bbq', 'takeaway', 'call', 'us', 'amp', 'prepare', 'beef', 'patties', 'grilling', 'enjoy']","['bbq', 'takeaway', 'call', 'us', 'amp', 'prepar', 'beef', 'patti', 'grill', 'enjoy']","['bbq_VB', 'takeaway_NN', 'call_NN', 'us_PRP', 'amp_VBP', 'prepar_JJ', 'beef_NN', 'patti_NNS', 'grill_VBP', 'enjoy_VB']"
232,This man named both of his children Ashley...... wtf is wrong with him,NOT_SARCASM,this man named both of his children ashley wtf is wrong with him,"['this', 'man', 'named', 'both', 'of', 'his', 'children', 'ashley', 'wtf', 'is', 'wrong', 'with', 'him']","['man', 'named', 'children', 'ashley', 'wtf', 'wrong']","['man', 'name', 'children', 'ashley', 'wtf', 'wrong']","['man_NN', 'name_NN', 'children_NNS', 'ashley_VBP', 'wtf_NN', 'wrong_JJ']"
233,..................And life goes on.,NOT_SARCASM,and life goes on,"['and', 'life', 'goes', 'on']","['life', 'goes']","['life', 'goe']","['life_NN', 'goe_NN']"
234,@Bradley_Simmo I wish I was more like her... #sarcasm #jeremykyle,NOT_SARCASM,bradley simmo i wish i was more like her,"['bradley', 'simmo', 'i', 'wish', 'i', 'was', 'more', 'like', 'her']","['bradley', 'simmo', 'wish', 'like']","['bradley', 'simmo', 'wish', 'like']","['bradley_NN', 'simmo_NN', 'wish_NN', 'like_IN']"
235,I love when people favorite a tweet but dont retweet #notserious #sarcasm,SARCASM,i love when people favorite a tweet but dont retweet,"['i', 'love', 'when', 'people', 'favorite', 'a', 'tweet', 'but', 'dont', 'retweet']","['love', 'people', 'favorite', 'tweet', 'dont', 'retweet']","['love', 'peopl', 'favorit', 'tweet', 'dont', 'retweet']","['love_VB', 'peopl_NN', 'favorit_JJ', 'tweet_NN', 'dont_JJ', 'retweet_NN']"
236,#nowplaying The Unforgettable Fire - U2 &lt;33 I love Radio Veronica :-) #memories,NOT_SARCASM,the unforgettable fire u lt i love radio veronica,"['the', 'unforgettable', 'fire', 'u', 'lt', 'i', 'love', 'radio', 'veronica']","['unforgettable', 'fire', 'u', 'lt', 'love', 'radio', 'veronica']","['unforgett', 'fire', 'u', 'lt', 'love', 'radio', 'veronica']","['unforgett_JJ', 'fire_NN', 'u_JJ', 'lt_NN', 'love_NN', 'radio_NN', 'veronica_NN']"
237,Have to get blood work done this morning #yay #bestwaytostarttheday #sarcasm,SARCASM,have to get blood work done this morning,"['have', 'to', 'get', 'blood', 'work', 'done', 'this', 'morning']","['get', 'blood', 'work', 'done', 'morning']","['get', 'blood', 'work', 'done', 'morn']","['get_VB', 'blood_NN', 'work_NN', 'done_VBN', 'morn_NN']"
238,I went for a run yesterday and today my whole body is killing me. How rewarding exercise is #sarcasm,NOT_SARCASM,i went for a run yesterday and today my whole body is killing me how rewarding exercise is,"['i', 'went', 'for', 'a', 'run', 'yesterday', 'and', 'today', 'my', 'whole', 'body', 'is', 'killing', 'me', 'how', 'rewarding', 'exercise', 'is']","['went', 'run', 'yesterday', 'today', 'whole', 'body', 'killing', 'rewarding', 'exercise']","['went', 'run', 'yesterday', 'today', 'whole', 'bodi', 'kill', 'reward', 'exercis']","['went_VBD', 'run_VBN', 'yesterday_NN', 'today_NN', 'whole_JJ', 'bodi_NN', 'kill_VB', 'reward_NN', 'exercis_NN']"
239,What is this? Bash Jeremy Bevans at work day? Yeah? Oh okay! #holycrap must be awesome to be the guy everyone hates! #yeahright #sarcasm,NOT_SARCASM,what is this bash jeremy bevans at work day yeah oh okay must be awesome to be the guy everyone hates,"['what', 'is', 'this', 'bash', 'jeremy', 'bevans', 'at', 'work', 'day', 'yeah', 'oh', 'okay', 'must', 'be', 'awesome', 'to', 'be', 'the', 'guy', 'everyone', 'hates']","['bash', 'jeremy', 'bevans', 'work', 'day', 'yeah', 'oh', 'okay', 'must', 'awesome', 'guy', 'everyone', 'hates']","['bash', 'jeremi', 'bevan', 'work', 'day', 'yeah', 'oh', 'okay', 'must', 'awesom', 'guy', 'everyon', 'hate']","['bash_NN', 'jeremi_NN', 'bevan_NN', 'work_NN', 'day_NN', 'yeah_VB', 'oh_JJ', 'okay_NN', 'must_MD', 'awesom_VB', 'guy_NN', 'everyon_NN', 'hate_NN']"
240,“@SkySportsNews:  Aston Villa have signed striker Jordan Bowery from Chesterfield #skydeadlineday” biggest deal of the summer #sarcasm,NOT_SARCASM,skysportsnews aston villa have signed striker jordan bowery from chesterfield biggest deal of the summer,"['skysportsnews', 'aston', 'villa', 'have', 'signed', 'striker', 'jordan', 'bowery', 'from', 'chesterfield', 'biggest', 'deal', 'of', 'the', 'summer']","['skysportsnews', 'aston', 'villa', 'signed', 'striker', 'jordan', 'bowery', 'chesterfield', 'biggest', 'deal', 'summer']","['skysportsnew', 'aston', 'villa', 'sign', 'striker', 'jordan', 'boweri', 'chesterfield', 'biggest', 'deal', 'summer']","['skysportsnew_JJ', 'aston_NN', 'villa_NN', 'sign_NN', 'striker_NN', 'jordan_NN', 'boweri_NN', 'chesterfield_NN', 'biggest_JJS', 'deal_NN', 'summer_NN']"
241,@BertiusMaximus Are Liverpool playing?!,NOT_SARCASM,bertiusmaximus are liverpool playing,"['bertiusmaximus', 'are', 'liverpool', 'playing']","['bertiusmaximus', 'liverpool', 'playing']","['bertiusmaximu', 'liverpool', 'play']","['bertiusmaximu_NN', 'liverpool_NN', 'play_NN']"
242,"""@TIME: NYU has installed a shining solution to its library's troubling suicide problem | http://t.co/6HxtFu4o (via @TIMENewsFeed)"" @rtsway",NOT_SARCASM,time nyu has installed a shining solution to its librarys troubling suicide problem via timenewsfeed rtsway,"['time', 'nyu', 'has', 'installed', 'a', 'shining', 'solution', 'to', 'its', 'librarys', 'troubling', 'suicide', 'problem', 'via', 'timenewsfeed', 'rtsway']","['time', 'nyu', 'installed', 'shining', 'solution', 'librarys', 'troubling', 'suicide', 'problem', 'via', 'timenewsfeed', 'rtsway']","['time', 'nyu', 'instal', 'shine', 'solut', 'librari', 'troubl', 'suicid', 'problem', 'via', 'timenewsfe', 'rtsway']","['time_NN', 'nyu_JJ', 'instal_JJ', 'shine_NN', 'solut_NN', 'librari_NN', 'troubl_NN', 'suicid_NN', 'problem_NN', 'via_IN', 'timenewsfe_NN', 'rtsway_NN']"
